RANK,SONG,ARTIST,YEAR,WEIGHT,SENT,DECADE,LYRICS
39,time of the season,the zombies,1969,62,1,60, its the time of the season when love runs high in this time give it to me easy and let me try with pleasured handsto take you in the sun to promised lands to show you every one its the time of the season for lovingwhats your name whos your daddy is he rich like me has he taken any time to show you what you need to livetell it to me slowly tell you what i really want to know its the time of the season for lovingwhats your name whos your daddy is he rich like me has he taken any time to show you what you need to livetell it to me slowly tell you what i really want to know its the time of the season for loving 
40,wedding bell blues,the 5th dimension,1969,61,3,60,bill i love you so i always will i look at you and see the passion eyes of may oh but am i ever gonna see my wedding day i was on your side bill when you were loosin i never scheme or lie bill theres been no foolin but kisses and love wont carry me till you marry me bill i love you so i always will and in your voice i hear a choir of carousels oh but am i ever gonna hear my wedding bells i was the one who came runnin when you were lonely i havent lived one day not lovin you only but kisses and love wont carry me till you marry me bill i love you so i always will and though devotion rules my heart i take no bows but bill youre never gonna take those wedding vows oh come on bill oh come on bill come on and marry me bill i got the wedding bell blues please marry me bill i got the wedding bell blues wedding bell blues marry me bill i got the wedding bell blues
41,little woman,bobby sherman,1969,60,1,60,hey little woman please make up your mind youve got to come into my world leave your world behind come on now na na na na you got to come down from that cloud girl and leave your world behind when your with me i feel sunshine even when im standing in the rain something happens that i cant explain when i hear your name but you cant help it that youre always chasing rainbows in your mind theres so much i wanna say to you but theres so little time hey little woman please make up your mind youve got to come into my world leave your world behind na na na na you got to come down from that cloud girl and leave your world behind what do you see when your walking down a busy street and im not there is my picture hanging in your mind walking with you there thats how it is in my world girl youre not there all the time why dont you come into my world and leave your world behind hey little woman please make up your mind youve got to come into my world leave your world behind na na na na you got to come down from that cloud girl and leave your world behind
42,love can make you happy,mercy,1969,59,3,60,wake up in the morning with the sunshine in your eyes and the smell of flowers blooming fills the air your mind is filled with the thoughts of a certain someone  that you love your life is filled with joy when she is there love can make you happy if you fine someone who cares to give a life time to you and who has a love to share if you think youve found someone youll love forevermore then its worth the price youll have to pay pay to have to holds important but forever is the phrase that means the love youve found is going to stay love can make you happy if you fine someone who cares to give a life time to you and who has a love to share lalove lalove love can make you happy love can make you happy love can make you happy love
43,good morning starshine,oliver,1969,58,1,60, good morning starshine the earth says hello you twinkle above us we twinkle belowgood morning starshine you lead us along my love and me as we sing our early morning singing songgliddy glup gloopy nibby nabby noopy la la la lo lo sabba sibby sabbanooby abba nabba le le lo lo tooby ooby walla nooby abba nabba early morning singing songgood morning starshine you lead us along my love and me as we sing our early morning singing songgliddy glup gloopy nibby nabby noopy la la la lo lo sabba sibby sabbanooby abba nabba le le lo lo tooby ooby walla nooby abba nabba early morning singing songsinging a song humming a song singing a song loving a song laughing a songsing the song sing the song song the sing song song song sing sing sing sing song 
44,these eyes,the guess who,1969,57,2,60,these eyes cry every night for you these arms long to hold you again the hurtins on me yeah but i will never be free no my baby no no you gave a promise to me yeah and you broke it you broke it oh no these eyes watched you bring my world to an end this heart could not accept and pretend the hurtins on me yeah but i will never be free no no no you took the vow with me yeah and you spoke it and you spoke it babe these eyes are cryin these eyes have seen a lot of loves but theyre never gonna see another one like i had with you these eyes are cryin these eyes have seen a lot of loves but theyre never gonna see another one like i had with you these eyes are cryin these eyes have seen a lot of loves but theyre never gonna see another one like i had with you these eyes cry every night for you these arms these arms long to hold you hold you again these eyes are cryin these eyes have seen a lot of loves but theyre never gonna see another one like i had with you these eyes are cryin these eyes have seen a lot of loves but theyre never gonna see another one like i had with you these eyes are cryin these eyes have seen a lot of loves but theyre never gonna see another one like i had with you these eyes are cryin these eyes have seen a lot of loves but theyre never gonna see another one like i had with you baby baby baby
45,youve made me so very happy,blood sweat  tears,1969,56,1,60,ive lost at love before got mad and closed the door but you said try just once more i chose you for the one now im havin so much fun you treated me so kind im about to lose my mind you made me so very happy im so glad you came into my life the others were untrue but when it came to lovin you id spend my whole life with you cause you came and you took control you touched my very soul you always showed me that lovin you is where its at you made me so very happy im so glad you came into my life i love you so much it seems youre even in my dreams i can hear you yeah i can hear you calling me im so in love with you all i ever want to do is thank you baby thank you baby you made me so very happy you made me so very happy baby im so glad you came into my life every day of my life i wanna thank you you made me so very happy oh i wanna spend my life with you thank you baby thank you baby
46,put a little love in your heart,jackie deshannon,1969,55,2,60, think of your fellow man lend him a helping hand put a little love in your heart you see its getting late oh please dont hesitate put a little love in your heartand the world will be a better place and the world will be a better place for you and me you just wait and seeanother day goes by still the children cry put a little love in your heart if you want the world to know we wont let hatred grow put a little love in your heartand the world and the world will be a better place all the world all the world will be a better place for you for you and me and me you just wait just wait and see wait and seetake a good look around and if youre looking down put a little love in your heart i hope when you decide kindness will be your guide put a little love in your heartand the world and the world will be a better place and the world and the world will be a better place for you for you and me and me you just wait just wait and seepeople now put a little love in your heart each and every day put a little love in your heart theres no other way put a little love in your heart its up to you put a little love in your heart cmon andfade put a little love in your heart 
47,do your thing,the watts 103rd street rhythm band,1969,54,1,60,have mercy have mercy have a little mercy if you please everybody get on the floor do your thing everybody get on the floor do your thing whatever it is get on the floor do your thing whatever it is get on the floor do your thing whatever it is ima do mine yall sure do mine ima do mine see baby do mine uh ooh ah lord hey uh ooh lord ooh do your thing do your thing do your thing everybody do your thing its alright its outta sight its alright its outta sight its okay what you say okay yall what you say do do do do its a jungle baby its a jungle baby
48,id wait a million years,the grass roots,1969,53,1,60, all of the lonely nights waiting for you to come longing to hold you tight i need you so desperately waiting for you to come bringing your love to me butid wait a million years walk a million miles cry a million tears id swim the deepest sea climb the highest hill just to have you near meas love is reality when you are near to me i am in ecstasy id swallow the pain and pride baby i just cant hide all that i feel inside andid wait a million years walk a million miles cry a million tears id swim the deepest sea climb the highest hill just to have you near mea million years i would cry for you a million tears i would walk for you a million miles i would wait you a million years if you want me topacing the floor detest sweat pouring down my chest still i cant love you less its worth all the pain and pride baby i just cant hide all that i feel inside andid wait a million years walk a million miles cry a million tears id swim the deepest sea climb the highest hill just to have you near me 
49,touch me,the doors,1969,52,3,60, yeah come on come on come on come on now touch me baby cant you see that i am not afraid what was that promise that you made why wont you tell me what she said what was that promise that you madenow im gonna love you till the heavens stop the rain im gonna love you till the stars fall from the sky for you and icome on come on come on come on now touch me baby cant you see that i am not afraid what was that promise that you made why wont you tell me what she said what was that promise that you madeim gonna love you till the heaven stop the rain im gonna love you till the stars fall from the sky for you and i im gonna love you till the heavens stop the rain im gonna love you till the stars fall from the sky for you and i 
50,more today than yesterday,spiral starecase,1969,51,1,60, i dont remember what day it was i didnt notice what time it was all i know is that i fell in love with you and if all my dreams come true ill be spending time with youevery days a new day in love with you with each day comes a new way of loving you every time i kiss your lips my mind starts to wander and if all my dreams come true ill be spending time with youoh i love you more today than yesterday but not as much as tomorrow i love you more today than yesterday but darling not as much as tomorrowtomorrows date means springtimes just a day away cupid we dont need ya now be on your way i thank the lord for love like ours that grows ever stronger and i always will be true i know you feel the same way too 
51,ive gotta be me,sammy davis jr,1969,50,1,60, whether im right or whether im wrong whether i find a place in this world or never belong i gotta be me ive gotta be me what else can i be but what i ami want to live not merely survive and i wont give up this dream of life that keeps me alive i gotta be me i gotta be me the dream that i see makes me what i amthat far away prize a world of success is waiting for me if i heed the call i wont settle down wont settle for less as long as theres a chance that i can have it allill go it alone thats how it must be i cant be right for somebody else if im not right for me i gotta be free ive gotta be free daring to try to do it or die ive gotta be me 
52,lay lady lay,bob dylan,1969,49,1,60, lay lady lay lay across my big brass bed lay lady lay lay across my big brass bed whatever colors you have in your mind ill show them to you and youll see them shine lay lady lay lay across my big brass bedforget this dance lets go upstairs lets take a chance who really cares why dont you know you got nothin to prove its all in your eyes and the way that you move forget this dance lets go upstairswhy wait any longer i dont mean too complain you can have love but you might lose it why run any longer when youre runnin in vain you can have the truth but you got to choose itstay lady stay stay with your man awhile til the break of day let me see you make him smile i long to see you in the morning light i long to hold you in the night stay lady stay stay with you man awhile 
53,atlantis,donovan,1969,48,2,60, the continent of atlantis was an island which lay before the great flood in the area we now call the atlantic oceanso great an area of land that from her western shores those beautiful sailors journeyed to the south and the north americas with ease in their ships with painted sailsto them east africa was a neighbor across a short strait of sea miles the great egyptian age is but a remnant of the atlantian culture the antediluvian kings colonized the world all the gods who play in the mythological dramas in all legends from all lands were from far atlantisknowing her fate atlantis sent out ships to all corners of the earth on board were the twelve the poet the physician the farmer the scientist the magician and the other socalled gods of our legendsthough gods they were and as the elders of our time choose to remain blind let us rejoice and let us sing and dance and ring in the new hail atlantisway down below the ocean where i wanna be she may be way down below the ocean where i wanna be she may be way down below the ocean where i wanna be she may be  
54,traces,classics iv,1969,47,1,60, faded photographs covered now with lines and creases tickets torn in half memories in bits and pieces traces of love long ago that didnt work out right traces of loveribbons from her hair souvenirs of days together the ring she used to wear pages from an old love letter traces of love long ago that didnt work out right traces of love with me tonighti close my eyes and say a prayer that in her heart shell find a trace of love still there somewhere ohtraces of hope in the night that shell come back and try these traces of tears from my eyes oh yeah 
55,its getting better,mama cass elliot,1969,46,1,60, once i believed that when love came to me it would come with rockets bells and poetry but with me and you it just started quietly and grew and believe it or not now theres something groovy and good bout whatever we gotand its getting better growing stronger warm and wilder getting better everyday better everyday i dont feel all turned on and starry eyed i just feel a sweet contentment deep inside holding you at night just seems kind of natural and rightand its not hard to see that it isnt half of what its going to turn out to be cause its getting better growing stronger warm and wilder getting better everyday better everyday ba da da da da da da da da da da daand i dont mind waitin dont mind waitin cause no matter how long it takes the two of us know that its getting better growing stronger warm and wilder getting better everyday better everyday 
56,this magic moment,jay and the americans,1969,45,3,60,this magic moment so different and so new was like any other until i kissed you and then it happened it took me by surprise i knew that you felt it too by the look in your eyes sweeter than wine   sweeter than wine softer than a summer night   softer than a summer night everything i wanna have   everything everything whenever i hold you tight this magic moment   this magic moment while your lips are close to mine will last forever forever till the end of time   this magic moment this magic moment sweeter than wine   sweeter than wine softer than a summer night   softer than a summer night everything i wanna have   everything everything whenever i hold you tight this magic moment   this magic moment while your lips are close to mine will last forever forever till the end of time   this magic moment magic magic magic moment magic magic magic moment magic magic magic moment magic
57,runaway child running wild,the temptations,1969,44,2,60,you played hooky from school and you cant go out to play yeah mama said for the rest of the week in your room you gotta stay yeah now you feel like the whole worlds pickin on you but deep down inside you know it aint true youve been punished because your mother wants to raise you the right way yeah but you dont care cause you already made up your mind you wanna run away yeah youre on your way run away child running wild run away child running wild better come back home where you belong roaming through the city going nowhere fast youre on your own at last hey its getting late where will you sleep gettin kinda hungry you forgot to bring something to eat oh lost with no money you start to cry but remember you left home wanting to be grown so dry your weepin eyes siren screamin down neon light is flickin you want your mama theres nothing for you youre frightened and confused i want my mama but shes much too far away she cant hear a word you say you heard some frightening news on the radio about little boys running away from home and their parents dont see them no more you wanna stop and hitch a ride and go home but your mama told you never trust a stranger and you dont know which way to go streets are dark and deserted not a sound nor sign of life how you long to hear your mothers voice cause youre lost and alone but remember you make the choice run away child running wild you better go back home where you belong run away child running wild you better go back home where you belong youre lost in this great big city go back home where you belong not one familiar face aint it a pity go back home where you belong oh run away child running wild you better go back home where you belong oh yeah mama mama mama please come and see about me but shes much too far away she cant hear a word you say yeah youre frightened and confused which way will you choose i want my mama i want my mama i want my mama listen to your heart beat listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong
58,hawaii fiveo,the ventures,1969,43,1,60, hawaii fiveo theme tune hawaii fiveo theme hawaii fiveo theme tune hawaii fiveo themepolynesians coming for you polynesians in a bigass canoe hawaii fiveo theme tune hawaii fiveo themeetc 
59,galveston,glen campbell,1969,42,2,60, galveston oh galveston i still hear your seawinds blowing i still see her dark eyes glowing she was twenty one when i left galvestongalveston oh galveston i still hear your seawaves crashin while i watch the cannons flashin i clean my gun and dream of galvestoni still see her standing by the water standing there looking out to sea and is she waiting there for me on the beach where we used to run galveston oh galveston i am so afraid of dying before i dry the tears shes crying before i watch your sea birds flying in the sun at galveston at galveston 
60,im gonna make you mine,lou christie,1969,41,1,60, ill try every trick in the book with every step that you take everywhere that you look just look and youll find ill try to get to your soul ill try to get to your mindim gonna make you mine i know ill never give up im at the end of my rope from the morning till supper time youll find ill be waiting in line ill be waiting in lineim gonna make you mine baby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mineill try every trick in the book with every step that you take everywhere that you look just look and youll find ill be waiting in line ill be waiting in lineim gonna make you mine baby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mineill be a hardlovin pushin kind of individual knockin night and day at your door youll have to turn me away like an indestructible forcebaby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mineill try every trick in the book with every step that you take everywhere that you look just look and youll find ill try to get to your soul ill try to get to your mindim gonna make you mine baby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you minebaby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mine 
61,gitarzan,ray stevens,1969,40,2,60, hes free as the breeze hes always at ease he lives in the jungle and hangs by his knees as he swings through the trees without a trapeze in his bvdshes got a union card and hes practicing hard to play the guitar gonna be a big star yeah hes gonna go far and carry moonbeams home in a jarhe ordered chets guitar course cod makes a and e and hes working on b digs c and w and r and b and me and the chimpanzees agree that one day soon hell be a celebrityget it get it get it get it get itgitarzan hes a gitar man hes all you can stand give him a hand gitarzanhes got a girl named jane with no last name kinda homely and plain but he loves her just the same cause she kindles the flame and it drives him insane when he hears her say she really does her thing its her claim to fame come on sing one janebaby baby oh baby baby oh babyhow about that lets hear for jane yeah thank you folkswell theyve got a pet monkey he likes to get drunk and sing boogie woogie and it sounds real funky come on your time boy sing one monkey you golets hear it for the monkey ohon saturday night they need some excitement jane gets right and the monkey gets tight and their voices unite in the pale moonlight and it sounds all right yeah its dynamite its out of sight lets hear it right nowbaby baby oh baby baby shut up baby im trying to sing babyget it get it get it get itgitarzan and his jungle band and theyre all you can stand give him a hand gitarzan oh babygitarzan and his jungle band theyre all you can stand give him a hand gitarzan 
62,can i change my mind,tyrone davis,1969,39,2,60, aw she didnt bat an eye as i packed my bags to leave i thought she would start to cry or sit around my room and grievebut yall the girl she fooled me this time she acted like i was the last thing on her mind i would like to start all over againbaby can i change my mind i just wanna change my mind baby let me change my mindas i took those steps toward that open door knowing all the time oh lord i just didnt wanna go but she didnt give me no sign nothing that would make me change my mind i would like to start all over againbaby can i change my mind please please please baby i just wanna change my mindoh i played my games many times before but peoples let me tell yall oh i never reached the door but ooh the winds howl tonight i keep lookin back but my babys nowhere in sight i would like to start all over againbaby can i change my mind please please please baby baby let me change my mindbaby can i change my mind please please please baby baby let me change my mindbaby can i change my mind please please please baby baby let me change my mind  
64,this girls in love with you,dionne warwick,1969,37,1,60,warwick dionne miscellaneous this girls in love with you this girl is in love with you                        hal davidburt bacharach                           dionne warwick  1969                            herb albert  1968 you see this girl this girls in love with you yes im in love who looks at you the way i do when you smile i can tell it know each other very well how can i show you im glad i got to know you cause ive heard some talk they say you think im fine this girls in love and what id do to make you mine tell me now is it so dont let me be the last to know my hands are shakin dont let my heart keep breaking cause i need your love i want your love say youre in love and youll be my guy if not ill just die tell me now is it so dont let me be the last to know my hands are shakin dont let my heart keep breaking cause i need your love i want your love say youre in love and youll be my guy if not ill just die c interworld musicblue seas music incjac music    fermin torres villegas                        union de universidades de america latina      universidad nacional autonoma de mexico       email  fermintvservidorunammx            tel 525 6220562                       
65,color him father,the winstons,1969,36,2,60,theres a man at my house hes so big and strong goes to work each day stays all day long come home each night lookin tired and beat sits down at the dinner table and have a bite to eat never a frown always a smile when he says to me how my child i said that ive been studyin hard all day in school tryin very hard to understand the golden rule i think ill color him father gonna color him love said im gonna color him father i got to color the man love yes i will he says that education is the thing if you wanna compete without it son life aint very sweet i love that man and i dont know why except ill need his strength until the day that i die my mother loved him and i could tell by the way she looks at him when he holds my little sister nell i heard her sayin just the other day that if it hadnt been for him she could not found her way im gonna color him father gonna color him love said im gonna color him father i got to color the man love yes i will you see a real old man he got killed in the war and she knew her and seven kids could not gone very far i thought i heard her sayin shed never love again but then there he stood with that big wide grin he married my mother and he took us in and now we belong to the man with that big wide grin im gonna color him father gonna color him love said ?¢im gonna color him father yeah ive got to color the man love yes i will?¢ hes not been so good to me and were one happy family hes that incomprehensible and he incomprehensible i can trust
66,black pearl,checkmates ltd,1969,35,2,60,ooh hoo yeah yeah yeah my my my my black pearl precious little girl let me put you up where you belong black pearl pretty little girl you been in the background much too long you been working so hard your whole life through tending other peoples houses raising up their children too hey how about something for me and you here in my arms youre gonna reign supreme no more serving baby theyre gonna serve my queen its our turn for happiness and our day has come living for each other answering to no one black pearl precious little girl let me put you up where you belong because i love you black pearl pretty little girl you been in the background much too long together well stand so straight and so tall created by love to love one and all hey heart to heart soul to soul no other one could ever take your place my world is built around the very smile thats on your face youll never win a beauty show no they wont pick you but youre my miss america i love you black pearl precious little girl let me put you up where you belong black pearl pretty little girl you been in the background much too long ooh hoo yeah yeah yeah my my my my babe you know i need you know i want to keep you for myself i dont want nobody else now baby i love you you know i need you you know i got to got to got to have you baby come on baby come on come on come on and be my baby you know i love you i dont need nobody else let me put you up where you belong
67,indian giver,1910 fruitgum company,1969,34,3,60, i can still remember it wasnt long ago things you used to tell me you said i had to know told me that you loved me and that you always would then i said i loved you you said that that was good girl you made a promise said youd never want me to go oh no indian giver indian giver you took your love away from me indian giver indian giver took back the love you gave to me baby i was feeling the way i want to feel you had me believing the love we had was real things we did together you said theyd never end now until forever yeah that was what you said girl when i was down i knew youd always be there oh yeah indian giver indian giver you took your love away from me indian giver indian giver took back the love you gave to me 
68,mother popcorn,james brown,1969,33,1,60, yeah yeahyeah yeah yeah yeah popcorn yeah yeah yeah popcornsome like em fat and some like em tall some like em short skinny legs and all i like em tall i like em proud and when they walk you know they draw a crowd see you gotta have a mutha for me yeah yeah yeah ah come ona lookahere there was a time when i was all alone i had a secret thought i was gone somebody done me said now i see what you are doin brother to stay ahead of me and when i get burndt ha i use some salve and when i want some lovin a mother she got to have see you got to have a mother for meyeah popcorn oh uh yeah yeah yeah yeah yeah eeee yeah do the popcorn hu ooooooooh ooooooooh popcorn uh yeahyeahyeahlookahere ha good lord hu hu lookaheredo the popcorn and do the horse show everybody where you at you gotta be boss the way you do your little thing step in a small ring and jump back baby james brown gonna do his thing popcorn yeah yeah yeahsometime sometime im feelin low sometime im feelin low i call another brother talkin about maceo maceo blow your horn dont talk no trash hu play me some popcorn maceo come on uhpopcorn hu ah 
70,things id like to say,new colony six,1969,31,2,60,baby is he looking after you is he showing you the same love the warm love just like we knew baby baby its you im thinking of in the morning when i wake up in the evening its you that i dream of sometimes love hurts and sometimes loves unkind and sometimes you might feel blue but remember now darling if his words are real this will never never happen to you baby baby theres things id like to say i was hoping that with our love we would get married some day baby baby its you im thinking of in the morning when i wake up in the evening its you that i dream of sometimes love hurts and sometimes loves unkind and sometimes you might feel blue but remember now baby if his words are real this will never never happen to you baby baby theres things id like to say i was hoping that with our love we would get married some day
71,when i die,motherlode,1969,30,2,60,when i die i hope to be a better man than you thought id be its been hard to make you see what kind of man im tryin to be all i ask for you to try to understand what it means to me its not hard to understand why you get discouraged all the time i keep tryin not to worry but i cant help feelin lost in you but i looooove you love you and i need you time goes by and youll find that well achieve a love sublime when i die i hope to be a better man than you thought id be its not hard to understand why you get discouraged all the time i keep tryin not to worry but i cant help feelin lost in you cause i love you and i want you cause i got to got to have you cause i cause i need you when i die i hope to be a better man than you thought id be be the kind of man that you thought id
72,thats the way love is,marvin gaye,1969,29,1,60, ah baby as the bitter tears fall from your eyes oh a thousand times you ask yourself why the one guy you love has departed oh youre left alone and brokenhearted ooh love just comes and it goes how long its gonna last say nobody knowsthats the way love is baby thats the way love is sure enough how it is oh thats the way love is sugar thats how it is thats the way love is sure enough how it isoh thats how it is my little dalin i know youre walkin down a lonesome road and your heart is carryin a heavy load i know you feel like you aint got a friend aint got a friend oh and your whole world is cavin in whole world cavin in oh but nows the time to be strong to be strong you gotta forget him now that hes gone now that hes gone and rememberthats the way love is honey thats the way love is sure enough how it is thats the way love is baby thats how it is thats the way love is sure enough how it isoh oh my little darlinoh baby ooh oh listen to me little darlin the road of love gets rough sometimes dont let it get the best of you said ive been hurt by another so many times so i know just what youre goin through oh you wish that you were never born you gotta forget him now that hes gone just rememberthats the way love is baby thats the way love is sure enough how it is oh thats the way love is honey thats the way love is sure enough how it isthats how it is so wipe away your tearslove is here today and gone tomorrow thats the way love is sure enough how it is ii say all of your joys turn to sorrow thats the way love is sure enough how it is oh one day gladness next day sadness 
73,everybodys talkin,harry nilsson,1969,28,1,60, everybodys talking at me i dont hear a word theyre saying only the echoes of my mindpeople stopping staring i cant see their faces only the shadows of their eyesim going where the sun keeps shining through the pouring rain going where the weather suits my clothesbanking off of the northeast winds sailing on a summer breeze and skipping over the ocean like a stoneim going where the sun keeps shining through the pouring rain going where the weather suits my clothesbanking off of the northeast winds sailing on a summer breeze and skipping over the ocean like a stoneeverybodys talking at me cant hear a word theyre saying only the echoes of my mindi wont let you leave my love behind no i wont let you leave i wont let you leave my love behind 
74,the worst that could happen,johnny maestro  the brooklyn bridge,1969,27,1,60,girl i heard youre getting married girl i heard youre getting married this time youre really sure and this is the end they say you really mean it this guys the one that makes you feel so safe so sane and so secure and baby if he loves you more than me maybe its the best thing maybe its the best thing for you but its the worst that could happen to me im never gettin married never gettin married you know thats not my scene but a girl like you needs to be married ive known all along you couldnt live forever in between and baby if he loves you more than me maybe its the best thing maybe its the best thing for you but its the worst that could happen oh to me and girl i dont really blame you for having a dream of your own hey girl i dont really blame you a woman like you needs a house and a home baby if he really loves you more than me maybe its the best thing maybe its the best thing for you but its the worst that could happen oh girl dont wanna get married girl im never never gonna marry no no oh its the worst that could happen the worst that could happen baby baby baby the worst that could happen
75,the chokin kind,joe simon,1969,26,1,60,i only meant to love you didnt you know it babe didnt you know it why couldnt you be content with the love i gave oh yeah i gave you my heart but you wanted my mind oh yeah your love scared me to death girl oh its the chokin kind thats all it is you can kill a man with a bottle of poison or a knife i know you can and hurt him more to take his pride and run his life oh its a shame girl whatever you want girl i surely hope you find oh yeah i tell you that hat dont fit my head oh its the chokin kind it makes me wanna oh yeah oh listen to me when you fall in love again girl take a tip from me oh yeah if you dont like the peach dont bite the tree thats what you better do honey find what you want girl keep it treat it sweet and kind oh yeah oh let it breathe dont make it the chokin kind oh no dont break your heart baby oh no i know you love me really i do honey i tell you your love scares me to death girl its the chokin kind thats all it is i got to say it again its that old chokin kind
76,smile a little smile for me,the flying machine,1969,25,0,60,you really should accept this time hes gone for good hell never come back now even though he said he would so darling dry your eyes so many other guys would give the world im sure to wear the shoes he wore oh cmon smile a little smile for me rosemarie whats the use in cryin in a little while youll see rosemarie you must keep on tryin i know that he hurt you bad i know darling dont be sad and smile a little smile for me rosemarie rosemarie i guess youre lonely now loves comin to an end but darling only now are you free to start again lift up your pretty chin dont let those tears begin youre a big girl now and youll pull through somehow oh cmon smile a little smile for me rosemarie whats the use in cryin in a little while youll see rosemarie you must keep on tryin i know that he hurt you bad i know darling dont be sad and smile a little smile for me rosemarie rosemarie smile a little smile for me rosemarie rosemarie
77,polk salad annie,tony joe white,1969,24,1,60, if some of yall never been down south too much im gonna tell you a little bit about this so that youll understand what im talkin about down there we have a plant that grows out in the woods and in the fields looks somethin like a turnip green and everybody calls it polk salad polk salad used to know a girl lived down there and shed go out in the evenings and pick her a mess of it carry it home and cook it for supper cause thats about all they had to eat but they did all rightdown in louisiana where the alligators grow so mean there lived a girl that i swear to the world made the alligators look tame polk salad annie polk salad annie everybody said it was a shame cause her momma was a workin on the chain gang a mean vicious womaneveryday for supper time shed go down by the truck patch and pick her a mess of polk salad and carry it home in a tow sack polk salad annie the gators got your granny everybody says it was a shame cause her momma was a workin on the chain gang a wretched spiteful straightrazor totin woman lord have mercy pick a mess of ither daddy was lazy and no count claimed he had a bad back all her brothers were fit for was stealin watermelons out of my truck patch polk salad annie the gators got your granny everybody said it was a shame cause her momma was a workin on the chain gang sock a little polk salad to me you know i need me a mess of it 
79,games people play,joe south,1969,22,0,60, oh the games people play now every night and every day now never meaning what they say now never saying what they meanwhile they wile away the hours in their ivory towers till theyre covered up with flowers in the back of a black limousinechorus lada da da da da da da lada da da da da de talking bout you and me and the games people playoh we make one another cry break a heart then we say goodbye cross our hearts and we hope to die that the other was to blamebut neither one ever will give in so we gaze at an eight by ten thinking bout the things that might have been and its a dirty rotten shamerepeat choruspeople walking up to you singing glory hallelujah and they try to sock it to you in the name of the lordtheyre gonna teach you how to meditate read your horoscope cheat your fate and further more to hell with hate come on and get on boardrepeat choruslook around tell me what you see whats happening to you and me god grant me the serenity to remember who i amcause youve given up your sanity for your pride and your vanity turned your back on humanity and you dont give a da da da da darepeat chorus 
80,you showed me,the turtles,1969,21,1,60,you showed me how to do exactly what you do how i fell in love with you oh its true oh i love you you showed me how to say exactly what you say in that very special way oh its true you fell for me too and when i tried it i could see you fall and i decided its not a trip at all you taught it to me too exactly what you do and now you love me too oh its true were in love we two na na na na na na na na na na na na na na na na oh oh oh oh oh were in love we two we two you showed me how to do exactly what you do how i fell in love with you you showed me how to say exactly what you say in that very special way you taught it to me too exactly what you do and now you love me too now you love me too now you love me too now you love me too 
82,oh what a night,the dells,1969,19,3,60, do you recall the night that very very special night do you remember a girl that very special girl well to the old and to the new we rededicate this song to youoh what a night to love you dear oh what a night to hold you near oh what a night to squeeze you dear thats why i love you sooh what a night to love you dear oh what a night to want you dear oh what a night to kiss you dear thats why i love you soi wont forget all those things you have told to me the craze in my heart wont let me forget your loveoh what a night to love you dear oh what a night to want you dear oh what a night to kiss you dear thats why i love you sooh what a night to love you dear oh what a night to want you dear oh what a night to kiss you dear thats why i love you sono no no no no no no no no no one more night i wanna hold you one more night i wanna make love to you one more night i want you baby i want you baby i need you baby i love you baby one more night 
83,something,the beatles,1969,18,1,60,something in the way she moves attracts me like no other lover something in the way she woos me i dont want to leave her now you know i believe and how somewhere in her smile she knows that i dont need no other lover something in her style that shows me i dont want to leave her now you know i believe and how youre asking me will my love grow i dont know i dont know you stick around now it may show i dont know i dont know something in the way she knows and all i have to do is think of her something in the things she shows me i dont want to leave her now you know i believe and how
84,this girl is a woman now,gary puckett  the union gap,1969,17,1,60,this girl walked in dreams playing in a world of her own this girl was a child existing in a playground of stone then one night her world was changed her life and dreams were rearranged and she would never be the same again this girl is a woman now shes learned how to live this girl is a woman now shes found out what its all about and shes learning learning to live this girl tasted love as tender as the gentle dawn she cried a single tear a teardrop that was sweet and warm our hearts told us we were right and on that sweet and velvet night a child had died a woman had been born this girl is a woman now shes learned how to live this girl is a woman now shes found out what its all about and shes learning learning to live this girl is a woman now shes learned how to live this girl is a woman now shes found out what its all about and shes learning learning learning to live this girl is a woman now shes learned how to live
85,come together,the beatles,1969,16,1,60,guns n roses miscellaneous come together the beatles here come ol flatttop he come groovin up slowly he got ju ju eyball he one holy roller he got hair down to his knee got to be a joker he just do what he please he wear no shoeshine he got toejam football he got monkey finger he shoot cocacola he say i know youyou know me one thing i can tell you is youve got to be free come togetherright now over me he bag production he got walrus gumboot he got ono sideboard he one spinal cracker he got feetdown below his knee hold you in his armchair you can feel his disease come togetherright now over me he rollercoaster he got early warning he got muddy water he one mojo filter he say one and one and one is three got to be good lookin cause hes so hard to see come togetherright now over me come togetheryeah come togetheryeah come togetheryeah come togetheryeah
