RANK,SONG,ARTIST,YEAR,WEIGHT,SENT,DECADE,LYRICS
50,thunder island,jay ferguson,1978,51,2,70, shalalalalala my lady in the sun with your hair undone can you hear me now calling your name from across the bay a summers day laughing and ahidin chasing love out on thunder islandshe was the color of the indian summer and we shared the hours without number until one day when the sky turned dark and the winds grew wild caught by the rain and blinded by the lightnin we rode the storm out there on thunder islandi held her close until the storm passed and we fell down laughing in the wet grass both our bodies drying in the sunshine sweet sunshine so shalalalalala my lady in the sun with your dress undone now evry mile away and evry day cuts a little deeper ill remember the nights in the cool sand making love out on thunder island 
51,imaginary lover,atlanta rhythm section,1978,50,0,70, imaginary lovers never turn you down when all the others turn you away theyre aroundits my private pleasure midnight fantasy someone to share my wildest dreams with meimaginary lover youre mine anytime imaginary lover ooh yeahwhen ordinary lovers dont feel what you feel and reallife situations lose their thrillimaginations unreal imaginary lover imaginary lover youre mine anytimeimaginary lovers never disagree they always care theyre always there when you needsatisfaction guaranteed imaginary lover imaginary lover youre mine all the timemy imaginary lover youre mine anytime oh yeah yeah incomprehensiblei have imagined incomprehensible i have imagined incomprehensible 
53,my angel baby,toby beau,1978,48,0,70,weve got trouble somethings just not right just this mornin you cried about last night you said that somethins bound to break this time whats breakin is my heart i can read between the lines its tearin me apart youve got leavin on your mind but youre my angel baby yes youre my angel baby oh youre my angel baby for the rest of the night do you remember how it used to be lovin was easier when you were lovin me i guess you found someone and now i find whats breakin is my heart youve got leavin on your mind but youre my angel baby yes youre my angel baby oh youre my angel baby for the rest of the night whats breakin is my heart i can read between the lines its tearin me apart youve got leavin on your mind but youre my angel baby for the rest of the night angel baby the rest of the night angel baby angel baby the rest of the night angel baby the rest of the night angel baby the rest of the night
54,disco inferno,the trammps,1978,47,1,70, burn baby burn burn baby burn burn baby burn burn baby burnto my surprise one hundred stories high people getting loose yall getting down on the roof folks are screaming out of control it was so entertaining when the boogie started to explode i heard somebody sayburn baby burn disco inferno burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother downsatisfaction came in a chain reaction burnin i couldnt get enough so i had to selfdestruct the heat was on rising to the top everybody going strong and that is when my spark got hot i heard somebody sayburn baby burn disco inferno burn baby burn burn that mother down yall burn baby burn disco inferno burn baby burn burn that mother downup above my head i hear music in the air that makes me know theres a party somewheresatisfaction came in a chain reaction burnin i couldnt get enough so i had to selfdestruct the heat was on rising to the top everybody going strong and that is when my spark got hot i heard somebody sayburn baby burn disco inferno burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother downburn baby burn burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother downjust cant stop when my spark gets hot just cant stop when my spark gets hotjust cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot when my spark gets hotjust cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hotburn baby burn disco inferno burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother down burn baby burn burn baby burn burn that mother down burn baby burn disco inferno 
55,on broadway,george benson,1978,46,1,70, they say the neon lights are bright on broadway they say theres always magic in the air but when youre walkin down that street and you aint had enough to eat the glitter rubs right off and youre nowherethey say the women treat you fine on broadway but lookin at them just gives me the blues cause how ya gonna make some time when all you got is one thin dime and one thin dime wont even shine your shoesthey say that i wont last too long on broadway ill catch a greyhound bus for home they all say but theyre dead wrong i know they are cause i can play this here guitar and i wont quit till im a star on broadway 
56,come sail away,styx,1978,45,2,70, im sailing away set an open course for the virgin sea cause ive got to be free free to face the life thats ahead of meon board im the captain so climb aboard well search for tomorrow on every shore and ill try oh lord ill try to carry oni look to the sea reflections in the waves spark my memory some happy some sad i think of childhood friends and the dreams we hadwe lived happily forever so the story goes but somehow we missed out on the pot of gold but well try best that we can to carry ona gathering of angels appeared above my head they sang to me this song of hope and this is what they saidthey said come sail away come sail away come sail away with me lads come sail away come sail away come sail away with me come sail away come sail away come sail away with me baby come sail away come sail away come sail away with mei thought that they were angels but to my surprise we climbed aboard their starship we headed for the skiessinging come sail away come sail away come sail away with me lads come sail away come sail away come sail away with me come sail away come sail away come sail away with me come sail away come sail away come sail away with mecome sail away come sail away come sail away with me come sail away come sail away come sail away with me come sail away come sail away come sail away with me come sail away come sail away come sail away with me 
57,every time i turn around back in love again,ltd,1978,44,2,70,every time i move i lose when i look im in and every time i turn around im back in love i get mixed emotions its the way my feelings flow excuse me im only human sometimes i i just dont know every time i move i lose when i look im in and every time i turn around im back in love again dododododo back in love again dododododo back in love when you put your arms around me i feel so satisfied i want to love you forever i just cant i cant decide every time i move i lose when i look im in and every time i turn around im back in love again right back right back in love again alright seems like seems like back in love again now its your lover i know its hard just to be a friend thats something else i discovered i guess i just dont ever want it to end every time i move i lose when i look im in and every time i turn around im back in love again right back right back in love again seems like seems like that im back in love again right back right back in love again alright seems like seems like im back in love again i just dont believe it back in love again right back im back i cant believe it right back im back every time i turn around back in love again right back im back i get so many mixed emotions im back in love again right back im back every time i turn around oh my love jones coming down back in love again right back im back alright alright alright im back im back help me help me help me back in love im back im back oh yeah back in love again right back im back i get so many mixed emotions yes i do
58,this time im in it for love,player,1978,43,1,70,i heard the weatherman predict a sunny day he did not mean to lie i look outside its raining anyway i guess i can live with a rainy day cause in the scheme of things youre bound lose a few even your bestmade plans before you know it they are falling through but that couldnt happen to me oooh and you this time im in it for love this time im in it to win its crazy to do it again but how could i possibly lose how could i lose this time im in it for you my ma she used to say beware the tender trap if you get caught in one be sure you notice where your heart is at dont take chances with things things like that this time im in it for love this time im in it to win its crazy to do it again but how could i possibly lose how could i lose this time im in it for you this time im in it for love baby this time im in it to win its crazy to do it again but how could i possibly lose how could i lose this time im in it for you this time im in it for love this time im in it to win its crazy to do it again crazy baby but how could i possibly lose aint now way i could i lose this time im in it for you this time im in it for love
59,you belong to me,carly simon,1978,42,2,70, whyd you tell me this were you looking for my reaction what do you need to know dont you know ill always be your girlyou dont have to prove to me youre beautiful to strangers ive got lovin eyes of my ownyou belong to me tell her tell her you were foolin you belong to me you dont even know her you belong to me tell her that i love you you belong to meyou belong to me can it be honey that youre not sure you belong to me thought wed closed the book locked the dooryou dont have to prove to me that youre beautiful to strangers well ive got lovin eyes of my own my ownand i can tell i can tell darlin tell her tell her that i love you you belong to me you belong to me you belong you belong you belong to me you belong to me tell her you were foolin you belong to me tell her she dont even know youtell her tell her you were foolin you belong to me you belong to me i know you from a long time ago baby you belong to me dont leave me to go to her now you belong to me you belong to me you belong to mebaby i really love you you belong to me tell her tell her tell her she belong to me you belong to me you belong to me you belong to me you belong to me cause you belong to me you belong to me you belong to me you belong you belong you belong to me you belong to meoh oh baby you belong to me you belong you belong you belong to me you belong to me oh oh no oh no baby you belong to me i love you so you belong to me you belong to me 
60,here you come again,dolly parton,1978,41,1,70, here you come again just when ive begun to get myself together you waltz right in the door just like youve done before and wrap my heart round your little fingerhere you come again just when im about to make it work without you you look into my eyes and lie those pretty lies and pretty soon im wondrin how i came to doubt youall you gotta do is smile that smile and there go all my defenses just leave it up to you and in a little while youre messin up my mind and fillin up my senses here you come again lookin better than a body has a right to and shakin me up so that all i really know is here you come again and here i goall you gotta do is smile that smile and there got all my defenses just leave it up to you and in a little while youre messin up my mind and fillin up my senses here you come again lookin better than a body has a right to and shakin me up so that all i really know is here you come again and here i go here i go and here i go and here i go here you come again and here i go here i go 
61,blue bayou,linda ronstadt,1978,40,1,70, i feel so bad i got a worried mind im so lonesome all the time since i left my baby behind on blue bayousaving nickles saving dimes working til the sun dont shine looking forward to happier times on blue bayouim going back someday come what may to blue bayou where the folks are fun and the world is mine on blue bayou where those fishing boats with their sails afloat if i could only see that familiar sunrise through sleepy eyes how happy id begonna see my baby again gonna be with some of my friends maybe ill feel better again on blue bayousaving nickles saving dimes working til the sun dont shine looking forward to happier times on blue bayouim going back someday come what may to blue bayou where the folks are fun and the world is mine on blue bayou where those fishing boats with their sails afloat if i could only see that familiar sunrise through sleepy eyes how happy id beoh that boy of mine by my side the silver moon and the evening tide oh some sweet day gonna take away this hurting inside well ill never be blue my dreams come true on blue bayou 
62,peg,steely dan,1978,39,0,70, ive seen your picture your name in lights above it this is your big debut its like a dream come true so wont you smile for the camera i know theyre gonna love it pegi like your picture i keep it with your letter done up in blueprint blue it sure looks good on you and when you smile for the camera i know ill love you betterpeg it will come back to you peg it will come back to you then the shutter falls you see it all in 3d its your favorite foreign moviei like your picture i keep it with your letter done up in blueprint blue it sure looks good on you and when you smile for the camera i know ill love you betterpeg it will come back to you peg it will come back to you then the shutter falls you see it all in 3d its your favorite foreign moviepeg it will come back to you peg it will come back to you then the shutter falls you see it all in 3d its your favorite foreign moviepeg it will come back to you peg it will come back to you then the shutter falls you see it all in 3d its your favorite foreign moviepeg it will come back to you peg it will come back to you then the shutter falls you see it all in 3d its your favorite foreign movie 
63,you needed me,anne murray,1978,38,1,70, i cried a tear you wiped it dry i was confused you cleared my mindi sold my soul you bought it back for me and held me up and gave me dignity somehow you needed meyou gave me strength to stand alone again to face the world out on my own againyou put me high upon a pedestal so high that i could almost see eternity you needed me you needed meand i cant believe its you i cant believe its true i needed you and you were thereand ill never leave why should i leave id be a fool cause ive finally found someone who really caresyou held my hand when it was cold when i was lost you took me homeyou gave me hope when i was at the end and turned my lies back into truth again you even called me friendyou gave me strength to stand alone again to face the world out on my own againyou put me high upon a pedestal so high that i could almost see eternity you needed me you needed me you needed me you needed me 
64,shame,evelyn champagne king,1978,37,0,70, jh fitch and r crossshame burning you keep my whole body yearning you got me so confused its a shame sometimes i think im going insane but still i want to staywrapped in your arms is where i want to be i want to be want to be wrapped in your arms thats my high my highshame ooh my mother says youre playing a game and what you do to me is a shame ooh gonna love you just the same song text taken from stlyricscom mama just dont understandwrapped in your arms is where i want to be i want to be want to be wrapped in your arms thats my high my highi cant get enough ooh baby enough of that magic touch love is in my heart tearing the rules apart so why should i be ashamedonly love can be to blame if we lose our love its a shame ooh i wouldnt want to live with the pain gonna stay foreverwrapped in your arms is where i want to be i want to be want to be wrapped in your arms thats my high my high only love can be to blame if we lose our love its a shame ooh i wouldnt want to live with the pain gonna stay forever oh its a shame shame 
65,reminiscing,little river band,1978,36,1,70, friday night it was late i was walking you home we got down to the gate i was dreaming of the night would it turn out right how to tell you girl i want to build my world around you wanna tell you that its true i wanna make you understand im talking about a lifetime planwell thats the way it began we were handinhand glen millers band was better than before we yelled and screamed for more and those porters tunes made us dance across the room it ended all too soon on the way back home i promised youd never be alonehurry dont be late i cant hardly wait i said to myself when were old well go dancing in the dark walking through the park and reminiscingfriday night it was late i was walking you home we got down to the gate i was dreaming of the night would it turn out right now as the years roll on each time we hear our favourite song the memories come along older times were missing spending the hours reminiscing 
66,count on me,jefferson starship,1978,35,3,70, precious love ill give it to you blue as the sky and deep in the eyes of a love so true beautiful face you make me feel lite on the stairs and lost in the air of a love so realand you can count on me count on my love count on me count on my love to see you throughemerald eyes and china perfume caught in the wheel and lost in the feel of a love so soon ruby lips you make my song into the night and saved by the lite of a love so strongand you can count on me count on my love baby count on me count on my love to see you throughooh you can count on me girl count on my loveprecious love ill give it to you blue as the sky and deep in the eyes of a love so true beautiful face you make me feel lite on the stairs and lost in the air of a love so realand you can count on me count on my love baby count on me count on my love babycount on me count on my love baby count on me count on my love 
67,baby hold on,eddie money,1978,34,2,70, baby hold on to me whatever will be will be the future is ours to see so baby hold on to mebaby whats these things youve been sayin about me behind my back is it true you might want a better lifeis it true you think that these things are lies now think about it baby im gonna take you to the topso baby hold on to me whatever will be will be the future is ours to see when you hold on to meheyey baby you know the futures lookin brighter every mornin when i get up dont be thinkin bout whats not enough now baby just be thinkin bout what we got think of all my love now im gonna give you all i gotso baby hold on to me whatever will be will be the future is ours to see when you hold on to meohoh rich man poor man now really dont mean all that much mamas always told you girl that money cant buy you loveso baby hold on to me whatever will be will be the future is ours to see when you hold on to meyeah yeah baby hold on to me whatever will be will be the future is ours to see when you hold on to mei say uh hold on uhhuh hold on to me tighter im never gonna leave ya now cant you please believe me now never gonna let you go so hold on to me tighterbaby hold on to me whatever will be will be the future is ours to see when you hold on to mebaby baby hold on to me baby whatever will be will be baby the future is ours to see baby when you hold on to mehold on 
68,hey deanie,shaun cassidy,1978,33,2,70,i was a fool for your love from the moment i saw you like a vision in the darkness of a thousand lonesome lonely nights my heart threw away the key im as blind as a man could be oh darlin cant you help me see the light hey deanie wont you come out tonight the stars are dancin like diamonds in the moonlight and we could never find a better time to be in love hey deanie wont you come out tonight the summers waitin the moon is shinin so bright hey deanie youre the one im dreamin of i stand accused im in league with the forces of darkness an incurable believer in the magic of the midnight sky and the love that i found today oh i cant let it slip away oh darlin cant you read between the lines hey deanie wont you come out tonight the stars are dancin like diamonds in the moonlight and we could never find a better time to be in love hey deanie wont you come out tonight the summers waitin the moon is shinin so bright hey deanie youre the one im dreamin of deanie love is all there is dont wanna lose it i dont wanna let the feelin end no no no ya ya ya hey deanie wont you come out tonight the stars are dancin like diamonds in the moonlight and we could never find a better time to be in love hey deanie wont you come out tonight the summers waitin the moon is shinin so bright hey deanie youre the one im dreamin of hey deanie wont you come out tonight the stars are dancin like diamonds in the moonlight and we could never find a better time to be in love hey deanie wont you come out tonight the summers waitin the moon is shinin so bright hey deanie youre the one im dreamin of
70,whats your name,lynyrd skynyrd,1978,31,3,70, well its eight oclock in boise idaho ill find my limo driver mister take us to the show i done made some plans for later on tonight ill find a little queen and i know i can treat her rightwhats your name little girl whats your name shootin you straight little girl wont you do the sameback at the hotel lord we got such a mess it seems that one of the crew had a go with one of the guests oh yes well the police said we cant drink in the bar what a shame wont you come upstairs girl and have a drink of champagnewhats your name little girl whats your name shootin you straight little girl for there aint no shamewhats your name little girl whats your name shootin you straight little girl wont you do the same awh yeahwhats your name little girl whats your name shootin you straight little girl wont you do the samenine oclock the next day and im ready to go i got six hundred miles to ride to do one more show oh no can i get you a taxi home it sure was grand when i come back here next year i want to see you againwhat was your name little girl whats your name shootin you straight little girl well there aint no shame what was your name little girl whats your name shootin you straight little girl wont you do the same woo 
71,dont it make my brown eyes blue,crystal gayle,1978,30,2,70, dont know when ive been so blue dont know whats come over you youve found someone new and dont it make my brown eyes blueill be fine when youre gone ill just cry all night long say it isnt true and dont it make my brown eyes bluetell me no secrets tell me some lies give me no reasons give me alibis tell me you love me and dont let me cry say anything but dont say goodbyei didnt mean to treat you bad didnt know just what i had but honey now i do and dont it make my brown eyes dont it make my brown eyes dont it make my brown eyes blue 
73,every kinda people,robert palmer,1978,28,1,70, said the fight to make ends meet keeps a man upon his feet holding down his job trying to show he cant be boughtit takes every kinda people to make what lifes about yeah every kinda people to make the world go roundsomeones looking for a lead in his duty to a king or to a creed protecting what he feels is right fights against wrong with his lifetheres no profit in deceit honest men know that revenge does not taste sweet whether yellow black or white each and every mans the same insideit takes every kinda people to make what lifes about yeah it takes every kinda people to make the world go rounddo do do do do do oh never knew no no no no noyou know that loves the only goal that could bring a peace to any soul hey and every mans the same he wants the sunshine in his nameit takes every kinda people to make what lifes about yeah it takes every kinda people to make the world go roundevery kinda people to make what lifes about it takes every kinda people to make the world go round 
74,copacabana,barry manilow,1978,27,2,70, her name was lola she was a showgirl with yellow feathers in her hair and a dress cut down to there she would merengue and do the chacha and while she tried to be a star tony always tended bar across the crowded floor they worked from eight til four they were young and they had each other who could ask for moreat the copa co copacabana copacabana the hottest spot north of havana here at the copa co copacabana music and passion were always the fashion at the copa they fell in lovecopa copacabana his name was rico he wore a diamond he was escorted to his chair he saw lola dancing there and when she finishedhe called her over but rico went a bit to far tony sailed across the bar and then the punches flew and chairs were smashed in two there was blood and a single gun shot but just who shot whoat the copa co copacabana copacabana the hottest spot north of havana here at the copa co copacabana music and passion were always the fashion at the copa she lost her love copa copacabana copa copacabana copacabanacopa copacabana copa copacabanalike in havana copa banana music and passion were always in fashionher name is lola she was a showgirl but that was thirty years ago when they used to have a show now its a disco but not for lola still in dress she used to wear faded feathers in her hair she sits there so refined and drinks herself halfblind she lost her youth and she lost her tony now shes lost her mindat the copa co copacabana copacabana the hottest spot north of havana here at the copa co copacabana music and passion were always in fashion at the copa dont fall in lovecopa copacabana dont fall in love copacabana copacabanacopa copacabana copacabana copacabana copacabana copacabana copacabana copacabana copacabana 
75,always and forever,heatwave,1978,26,3,70, always and forever each moment with you is just like a dream to me that somehow came true and i know tomorrow will still be the same cause weve got a life of love that wont ever change andeveryday love me your own special way melt all my heart away with a smile take time to tell me you really care and well share tomorrow together ill always love you forever forevertherell always be sunshine when i look at you its something i cant explain just the things that you do and if you get lonely phone me and take a second to give to me that magic you make andeveryday love me your own special way melt all my heart away with a smile take time to tell me you really care and well share tomorrow together ill always love you ever everloving you is the thing that ive planned for a very long time me with you you with me we as one love together for a very long time loving you you babyalways forever love you always forever love you always forever love youi said forever love you love you ever and the day and one day loving you you you you you forever tomorrows tomorrowever and a day ever and a day ever everyday yeah you loving you forever ever you you forever 
76,you and i,rick james,1978,25,2,70, you and i we fit together like a glove on hand thats right dont you know that i would gladly take you anywhere you wanted to goyou and me we are as close as three part harmony wouldnt you agree and if by chance our romance ended it would surely be the end of mesome people might say im infatuated i dont care cause they really dont know theyll never see or hear the things i do with you so far as im concerned they all can go to hellnow sing it sugar now sing it baby you and i well be together till the six is nine thats right when you need me ill never hesitate ill always come its so much fun yeahyou and i although were poor our love has greater wealth than hughes himself and if by chance there is an after life when we die hope its with you and isome people might say im infatuated i dont care cause they really dont know theyll never see or hear the things i do with you so far as im concerned they all can go to hellbaby sing it to me come on sing do it sing it sugar do it baby take it babyyou and i you and me well be together eternally you and i you and me well be together eternally you and i you and me well be together eternally oh baby you and i you and medance girl everybody on the funk everybody dance on the funk everybody dance on the funk can you sing it on timeeverybody dance on the funk everybody dance on the funk everybody shake your booty down everybody shake your booty downeverybody dance on the funk everybody dance on the funkdance and shout funk yourself right out dance and shout funk yourself right out dance and shout funk yourself right outwe laid this groove so you can move on the funk everybody dance on the funk we laid this groove so you can move on the funk everybody dance on the funk we laid this groove so you can move on the funk everybody dance on the funkeverybody dance on the funk everybody dance on the funk everybody shake your booty down everybody shake your booty downeverybody shake your booty down everybody shake your booty down everybody dance on the funkdance dance dance dance dance dance dance dance dance dance 
77,serpentine fire,earth wind  fire,1978,24,2,70,when i see your face like the morning sun you spark me to shine tell all the world my need is fulfilled and thats a new design as long as youre near there is no fear of a victory but when im away influences stray my mind to disagree i wanna see your face in the morning sun ignite my energy the cause and effect of you has brought new meaning in my life to me gonna tell a story morning glory all about the serpentine fire gonna tell a story morning glory all about the serpentine fire oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah i need to see your face like the morning sun ignite my energy the cause and effect of you has brought new meaning in my life to me the moments i find when im inclined to do my best negative wins when i give in and then i lose the test gonna tell a story morning glory all about the serpentine fire surely as life begun you will as one battle with the serpentine fire oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah surely as life begun you will as one battle with the serpentine fire surely as life begun you will as one battle with the serpentine fire gonna tell a story morning glory all about the serpentine fire gonna tell a story morning glory all about the serpentine fire
78,sentimental lady,bob welch,1978,23,1,70, you are here and warm but i could look away and youd be gone cause we live in a time when meaning falls in splinters from our lives and thats why ive traveled far cause i come so together where you areand all of the things that i said that i wanted come rushing by in my head when im with you 14 joys and a will to be merry and all of the things that they say are verysentimental gentle wind blowing through my life again sentimental lady gentle onenow you are here today but easily you might just go away cause we live in a time when paintings have no color words dont rhyme and thats why ive traveled far cause i come so together where you areand all of the things that i said that i wanted come rushing by in my head when im with you 14 joys and a will to be merry all of the things that we say are verysentimental gentle wind blowing through my life again sentimental lady gentle oneyou are here and warm but i could look away and youd be gone cause we live in a time when meaning falls in splinters from our lives and thats why ive traveled far cause i come so together where you areyes and all of the things that i said that i wanted come rushing by in my head when im with you 14 joys and a will to be merry all of the things that they say are verysentimental gentle wind blowing through my life again sentimental lady gentle onesentimental gentle wind blowing through my life again sentimental lady gentle one 
79,falling,leblanc  carr,1978,22,2,70,i think about winter when i was with her and the snow was fallin down warmed by the fire i love bein by her when theres no one else around and im fallin woah im fallin im fallin in love with you i think about summer my head was swimmin you wrote my name in the sand we walked together hopin forever please dont let go of my hand cause im fallin woah im fallin im fallin in love with you the fall and the springtime were like in between time youre here and then youre gone away woah i just wanted to say wont you please please stay cause im fallin woah im fallin im fallin in love with you in love with you in love with you
80,dont let me be misunderstood,santa esmeralda,1978,21,2,70, baby do you understand me now sometimes i feel a little mad but dont you know that no one alive can always be an angel when things go wrong or seem to be badim just a soul whose intentions are good oh lord please dont let me be misunderstoodif i seem edgy i want you to know that i never meant to take it out on you life has its problems and i got my share and thats one thing i never meant to do cause i love youbaby dont you know im just human and ive got thoughts like any other man and sometimes i find myself alone regretting some foolish thing some foolish thing ive donebut im just a soul whose intentions are good oh lord please dont let me be misunderstood oh lord dont let me be misunderstood please dont let me be misunderstoodbaby do you understand me now sometimes i feel a little mad but dont you know that no one alive can always be an angel when things go wrong or seem to be badcause im just a soul whose intentions are good oh lord please dont let me be misunderstoodbaby sometimes im so carefree with a joy thats hard to hide and sometimes it seems that all i have to do is worry and then youre bound to see my other sidecause im just a soul whose intentions are good oh lord please dont let me be misunderstoodif i seem edgy i want you to know that i never meant to take it out on you life has its problems and i got my share and thats one thing i never meant to do cause i love youoh baby dont you know im human i have thoughts like any other man and sometimes i find myself alone regretting some foolish thing some foolish thing ive donecause im just a soul whose intentions are good oh lord please dont let me be misunderstood 
81,bluer than blue,michael johnson,1978,20,1,70,michael johnson miscellaneous bluer than blue bluer than blue michael johnson after you go i can catch uo on my readin after you go ill have a lot more time to sleepin and when youre gone looks like things are gonna be a lot easier life will be a breeze you know i really should be glad but im bluer than blue sadder than sad i youre the only light this empty room has ever had life without you is gonna be bluer than blue after you go ill have a lot more room in my closet after you go ill stay out all night long if i feel like it and when youre gone i can run through the house screamin and no one will ever hear me i really should be glad repeat i i dont have to miss no tv shows i can start my whole life over change the numbers on my telephone but the nights will sure be colder repeat i bluer than blue bluer than blue
82,running on empty,jackson browne,1978,19,2,70, looking out at the road rushing under my wheels looking back at the years gone by like so many summer fields in sixty five i was seventeen and running up one on one i dont know where im running now im just running onrunning on running on empty running on running blind running on running into the sun but im running behind    meaning  byamandah   editor    running on empty was written while jackson browne was driving to the studio each day to make his record the pretender in rolling stone magazine browne    see all   gotta do what you can just to keep your love alive trying not to confuse it with what you do to survive in sixtynine i was twentyone and i called the road my own i dont know when that road turned into the road im onrunning on running on empty running on running blind running on running into the sun but im running behindeveryone i know everywhere i go people need some reason to believe i dont know about anyone but me if it takes all night thatll be all right if i can get you to smile before i leavelooking out at the road rushing under my wheels i dont know how to tell you all just how crazy this life feels look around for the friends that i used to turn to to pull me through looking into their eyes i see them running toorunning on running on empty running on running blind running on running into the sun but im running behindhoney you really tempt me you know the way you look so kind id love to stick around but im running behind you know i dont even know what im hoping to find running into the sun but im running behind 
83,whenever i call you friend,kenny loggins  stevie nicks,1978,18,2,70,kenny loggins  stevie nicks miscellaneous whenever i call you friend whenever i call you friend i begin to think i understand anything we are  you and i have always been ever and ever i see myself within your eyes and thats all i need to show me why everything i do always takes me home to you ever and ever now i know my life has given me  more than memories  day by day we can see in every moment theres a reason to carry on sweet love showin us a heavenly light ive never seen such a beautiful sight sweet love flowin almost every night i know forever well be doin itright whenever i call you friend  i believe ive come to understand everywhere we are you and i were meant to be forever and ever i think about the times to come knowin i will be the lucky one ever our love will last i always want to call you friend sweet lovesweet love  youre the glowing light in my life the source of pride in my life everything i do takes me back to you
85,get off,foxy,1978,16,2,70, ooh ooh ooh ooh ooh ooh ooh ooh ooooooohyeah get offmusic may ease and end all discretion so we can get off we keep under the sheets with two lovelys so we can get offsaid i hope that we get the promise ladies and make me get off take it from girls with our imagination so we can get offcall me up at your place i can love you crazy in the heat you will understand danger and excitement thats what makes a lady find out what she wants in a manto get off get off to get off to get off to get off to get off to get off to get get offooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooooooohlookin through that dress that drive me crazy and makes me get off sensuality excites my mind it makes get off if i were you id get a good perspective on how to get off love me wild and love me crazy so we can get offcall me up at your place i can love you crazy in the heat you will understand danger and excitement thats what makes a lady find out what she wants in a manto get off to get off to get off to get off to get off to get off to get off to get get offooh ooh ooh ooh ooh ooh ooh ooh ooooooohooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooooooohlookin through that dress that drive me crazy and makes me get off sensuality excites my mind it makes get off if i were you id get a good perspective for sure on how to get off love me wild and love me crazy so we can get offcall me up at your place i can love you crazy in the heat you will understand danger and excitement thats what makes a lady find out what she wants in a manto get off to get off to get off to get off to get off to get off to get off to get get offooh ooh ooh ooh ooh ooh ooh ooh ooooooohget offso get off to get off to get off to get get off get off to get off to get off get off so get off get off to get off to get get off get off to get off get off get offto get off to get off to get off to get get off get off get off get off to get off get off to get off get off get get off get off get off so get off just get off get off get off get off 
86,sweet talkin woman,electric light orchestra,1978,15,2,70, where did you goi was searchin on a oneway street i was hopin for a chance to meet i was waitin for the operator on the lineshes gone so long what can i do where could she be no no no dont know what im gonna do i gotta get back to youyou gotta slow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its overi was walkin many days go by i was thinkin bout the lonely nights communication breakdown all aroundshes gone so long what can i do where could she be no no no dont know what im gonna do i gotta get back to youyou gotta slow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its overive been livin on a dead end street ive been askin everybody i meet insufficient data coming throughshes gone so long what can i do where could she be no no no dont know what im gonna do i gotta get back to youoh slow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lola its so sad if thats the way its overslow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its overslow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its over 
87,lifes been good,joe walsh,1978,14,2,70, i have a mansion forget the price aint never been there they tell me its nice i live in hotels tear out the walls i have accountants pay for it allthey say im crazy but i have a good time im just looking for clues at the scene of the crime lifes been good to me so farmy maserati does 185 i lost my license now i dont drive i have a limo ride in the back i lock the doors in case im attackedim making records my fans they cant wait they write me letters tell me im great so i got me an office gold records on the wall just leave a message maybe ill calllucky im sane after all ive been through everybody says im cool hes cool i cant complain but sometimes i still do lifes been good to me so fari go to parties sometimes until four its hard to leave when you cant find the door its tough to handle this fortune and fame everybodys so different i havent changedthey say im lazy but it takes all my time everybody says oh yeah oh yeah i keep on going guess ill never know why lifes been good to me so far 
88,i love the nightlife,alicia bridges,1978,13,2,70,i love the nightlife i got to boogie on the disco round oh yeah oh i love the nightlife i got to boogie on the disco round oh yeah please dont talk about love tonight please dont talk about sweet love please dont talk about bein true and all the trouble weve been through ah please dont talk about all of the plans we had for fixin this broken romance i want to go where the people dance i want some action i want to live action i got so much to give i want to give it i want to get some too oh i oh i i love the nightlife i got to boogie on the disco round oh yeah oh i love the nightlife i got to boogie on the disco round oh yeah please dont talk about love tonight your sweet talkin wont make it right love and lies just bring me down when youve got women all over town you can love them all and when youre through maybe thatll make huh a man out of you i got to go where the people dance i want some action i want to live action i got so much to give i want to give it i want to get some too oh i i love the nightlife i got to boogie on the disco round oh yeah oh i love the night life i got to boogie on the disco round oh yeah oh i love the nightlife i got to boogie on the disco round yeah oh i love the night life i got to boogie on the disco round yeah oh i love the nightlife i got to boogie on the disco round oh yeah oh i love the night life i got to boogie on the disco round yeah oh i love the nightlife i got to boogie on the disco round oh yeah
