RANK,SONG,ARTIST,YEAR,WEIGHT,SENT,DECADE,LYRICS
42,kokomo,the beach boys,1988,59,2,80,aruba jamaica ooo i wanna take you bermuda bahama come on pretty mama key largo montego baby why dont we go jamaica off the florida keys theres a place called kokomo thats where you wanna go to get away from it all bodies in the sand tropical drink melting in your hand well be falling in love to the rhythm of a steel drum band down in kokomo aruba jamaica ooo i wanna take you to bermuda bahama come on pretty mama key largo montego baby why dont we go ooo i wanna take you down to kokomo well get there fast and then well take it slow thats where we wanna go way down to kokomo to martinique that monserrat mystique well put out to sea and well perfect our chemistry by and by well defy a little bit of gravity afternoon delight cocktails and moonlit nights that dreamy look in your eye give me a tropical contact high way down in kokomo aruba jamaica ooo i wanna take you to bermuda bahama come on pretty mama key largo montego baby why dont we go ooo i wanna take you down to kokomo well get there fast and then well take it slow thats where we wanna go way down to kokomo port au prince i wanna catch a glimpse everybody knows a little place like kokomo now if you wanna go and get away from it all go down to kokomo aruba jamaica ooo i wanna take you to bermuda bahama come on pretty mama key largo montego baby why dont we go ooo i wanna take you down to kokomo well get there fast and then well take it slow thats where we wanna go way down to kokomo aruba jamaica ooo i wanna take you to bermuda bahama come on pretty mama key largo montego baby why dont we go ooo i wanna take you down to kokomo
43,i dont wanna go on with you like that,elton john,1988,58,2,80, ive always said that ones enough to love now i hear youre bragging one is not enough well someone told me youre not satisfied you got plans to make me one of four or fivei guess this kind of things just in your blood but you wont catch me carving up my love i aint no puzzle piece that needs to fit if it takes more than me lets call it quitscause i dont wanna go on with you like that dont wanna be a feather in your cap i just dont wanna tell you honey i aint mad but i dont wanna go on with you like that woah woah woah oh yeahit gets so hard sometimes to understand this vicious circles getting out of hand dont need an extra eye to see that the fire spreads a faster in a breezeand i dont wanna go on with you like that dont wanna be a feather in your cap i just dont wanna tell you honey i aint mad but i dont wanna go on with you like thatno i dont wanna go on with you like that one more set of boots on your welcome mat youll just have to quit them if you want me back cause i dont wanna go on with you like that oh oh oh oh yeahoh if you wanna spread it around sister thats just fine but i dont want no second hand feeding me lines if you wanna hold someone in the middle of the night call out the guards turn out the lightand i dont wanna go on with you like that dont wanna be a feather in your cap i just dont wanna tell you honey i aint mad but i dont wanna go on with you like thatno i dont wanna go on with you like that one more set of boots on your welcome mat youll just have to quit them if you want me back no i dont wanna go on with you like that oh oh oh oh yeah oh oh oh oh yeahi dont wanna i dont wanna 
44,together forever,rick astley,1988,57,1,80, if theres anything you need all you have to do is say you know you satisfy everything in me we shouldnt waste a single dayso dont stop me falling its destiny calling a power i just cant deny its never changing cant you hear me im saying i want you for the rest of my lifetogether forever and never to part together forever we two and dont you know i would move heaven and earth to be together forever with youif they ever get you down theres always something i can do because i wouldnt ever wanna see you frown ill always do whats best for youthere aint no mistaking its true love were making something to last for all time its never changing cant you hear me im saying i want you for the rest of my lifetogether forever and never to part together forever we two and dont you know i would move heaven and earth to be together forever with youso dont stop me falling its destiny calling a power i just cant deny its never changing cant you hear me im saying i want you for the rest of my lifetogether forever and never to part together forever we two and dont you know i would move heaven and earth to be together forever with youtogether forever and never to part together forever we two and dont you know i would move heaven and earth to be together forever with youtogether forever and never to part together forever we two and dont you know i would move heaven and earth to be together forever with you together forever 
45,monkey,george michael,1988,56,1,80, why cant you do it why cant you set your monkey free always giving into it do you love your monkey or do you love mewhy cant you do it why do i have to share my baby with a monkey monkey monkey monkey yeah yyeahoh i count to ten but i dont know how and i dont know when to open my eyesbaby if you kiss me again like you did just now like you did just then then then then just just just do it againive had the rest now its time i had the best so you tell me that you wont do anymorewell id write your heart a letter but i think you know me better if i keep on asking baby maybe ill get what im asking forwhy cant you do it why cant you set your monkey free always giving in to it do you love your monkey or do you love mewhy cant you do it why do i have to share my baby with a monkey monkey with a monkey monkey yeah yyeahoh i hate your friends but i dont know how and i dont know when to open your eyes yes your monkeys back again do you want him now like you did back then back then back then ddo it againi tried my best but your head is such a mess so i guess that i dont want you anymore well you say you care about me that you just cant do without me but you keep on dancin baby til that monkey has you on the floorwhy cant you do it why cant you set your monkey free always giving into it do you love the monkey or do you love mewhy cant you do it why do i have to share my baby with a monkey monkey with a monkey monkey yeah yyeahmonkey monkeymonkey monkey monkeymonkey monkey monkeymonkey monkey monkeymmmmonkeydont look now theres a monkey on your back dont look now theres a monkey on you dont look now theres a monkey on your back dont look now theres a monkey on youso you tell me that you wont do anymore if i keep on askin baby maybe ill get what im askin forwhy cant you do it why cant you set your monkey free always giving into it do you love the monkey or do you love mewhy cant you do it why do i have to share my baby with a monkey monkey with a monkey monkey yeah yyeahwhy cant you do it why cant you set your monkey free always giving into it do you love the monkey or do you love mewhy cant you do it why do i have to share my baby with a monkey monkey with a monkey monkey yeah yyeahmonkey monkeymonkey monkey monkeymonkey monkey monkeymonkey monkey monkeymmmmonkey 
46,devil inside,inxs,1988,55,3,80, here come the woman with the look in her eye raised on leather with flesh on her mindwords as weapons sharper than knives makes you wonder how the other half die how the other half die makes you wonder wonder wonderhere come the man with the look in his eye fed on nothing but full of pride look at them go look at them kick makes you wonder how the other half livedevil inside the devil inside every single one of us the devil insidedevil inside every single one of us the devil insidehere come the world with the look in its eye future uncertain but certainly slight look at the faces listen to the bells its hard to believe we need a place called hell a place called hellthe devil inside the devil inside every single one of us the devil insidedevil inside the devil inside every single one of ushere comes the woman with the look in her eye shes raised on leather with flesh on her mind words are weapons sharper than knives makes you wonder how the other half diedevil inside the devil inside every single one of us the devil insidedevil inside devil inside every single one of us the devil insidedevil inside devil inside every single one of us the devil insidedevil inside devil inside every single one of us the devil insidethe devil inside yeah yeah yeah the devil inside yeah yeah yeah 
47,shouldve known better,richard marx,1988,54,1,80, another sleepless night i cant explain somebody said they heard me call your name the radio wont let you leave my mind i know its over but i dont know whyshouldve known better than to fall in love with you now love is just a faded memory shouldve known better now im a prisoner to this pain and my heart still aches for youthere was no risk that i wouldnt take and not a promise that i didnt make all i asked was that you just hold on and now im wondering what i did wrongshouldve known better than to fall in love with you now love is just a faded memory shouldve known better now im a prisoner to this pain and my heart still aches for youi gave you all of my body and soul never believing we might lose control i took my hands off the wheeli cant remember if the lies were true its been a million years since i touched you i thought time might help me win this game but being away from you is slowly driving me insaneshouldve known better than to fall in love with you now love is just a faded memory shouldve known better now im a prisoner to this pain and my heart still aches for you 
48,i dont wanna live without your love,chicago,1988,53,2,80, thought it wouldnt matter if we didnt stay together and if it was over maybe it was for the better i was thinking id be alright til i thought it all through now i know that i aint really living if i have to live without youi dont wanna live without your love i dont wanna face the night alone i could never make it through my life if i had to make it on my owni dont wanna love nobody else i dont wanna find somebody new i dont wanna live without your love i just wanna live my life with you with youguess i had to go away so much i had to go through guess i had to lose you to realize how much i love you can we make the fire burn again burn a little stronger cause ive been alone and baby i cant be alone now any longeri dont wanna live without your love i dont wanna face the night alone i could never make it through my life if i had to make it on my owni dont wanna love nobody else i dont wanna find somebody new i dont wanna live without your love i just wanna live my life with youoh if i had to make it on my own my life would never be the same my love would never be the same i dont wanna live without your lovei dont wanna live without your love i dont wanna face the night alone i could never make it through my life if i had to make it on my owni dont wanna love nobody else i dont wanna find somebody new i dont wanna live without your love i just wanna live my life with youi dont wanna live without your love i dont wanna face the night alone i could never make it through my life if i had to make it on my owni dont wanna love nobody else i dont wanna find somebody new i dont wanna live without your love i just wanna live my life with you 
49,the locomotion,kylie minogue,1988,52,2,80,everybodys doin a brand new dance now come on baby do the locomotion i know youll get to like it if you give it a chance now come on baby do the locomotion my little baby sister can do it with ease its easier than learning your a b cs so come on come on do the locomotion with me you gotta swing your hips now come on baby jump up jump back well i think you got the knack ohh now that you can do it lets make a chain now come on baby do the locomotion chuga chuga motion like a railway train now come on baby do the locomotion do it nice and easy now dont lose control a little bit of rhythm and a lot of soul so come on come on do the locomotion with me the locomotion come on come on the locomotion come on come on the locomotion come on come on come on come on come on move around the floor in a locomotion come on baby do the locomotion do it holding hands if you got the notion come on baby do the locomotion theres never been a dance thats so easy to do it even makes you happy when youre feeling blue so come on come on do the locomotion with me you gotta swing your hips now come on baby jump up jump back well i think you got the knack ohh do the loc do the loc do the loco locomotion come on baby do the locomotion do the loc do the loc do the loco locomotion come on baby do the locomotion do it nice and easy now dont lose control a little bit of rhythm and a lot of soul so come on come on do the locomotion come on come on do the locomotion come on come on do the locomotion with me do the locomotion come on come on do the locomotion come on come on do the locomotion come on come on do the locomotion come on come on do the locomotion come on come on do the locomotion
50,what have i done to deserve this,pet shop boys with dusty springfield,1988,51,2,80, you always wanted a lover i only wanted a job ive always worked for my living how am i gonna get through how am i gonna get throughi come here looking for money got to have it and end up living with love oh now you left me with nothing cant take it how am i gonna get through how am i gonna get throughi bought you drinks i brought you flowers i read you books and talked for hours every day so many drinks such pretty flowers so tell mewhat have i what have i what have i done to deserve this what have i what have i what have i done to deserve this what have i what have i what have isince you went away ive been hanging around ive been wondering why im feeling down went away it should make me feel better but i dont know oh how im gonna get through how im gonna get throughyou always wanted me to be something i wasnt you always wanted too much oh now i can do what i want to forever how am i gonna get through how am i gonna get throughat night the people come and go they talk too fast and walk too slow chasing time from hour to hour i pour the drinks and crush the flowerswhat have i what have i done to deserve this what have i what have i what have i done to deserve this what have i what have i what have isince you went away ive been hanging around ive been wondering why im feeling down you went away it should make me feel better i dont know oh how im gonna get through how im gonna get throughhow im gonna get through how im gonna get through how im gonna get through how im gonna get throughgonna get through gonna get throughwhat have i what have i what have i done to deserve this what have i what have i what have i done to deserve this what have i what have i what have i done to deserve this what have i what have i what have i done to deserve this  
51,make it real,the jets,1988,50,0,80, tonight its been a year we met each other here here i am all alone as thoughts of you go onhear me cryin out to you you said never never would i leave heres a tear from me to you and maybe it will make you hear mei loved you you didnt feel the same though were apart youre in my heart give me one more chance to make it realin a dream you are here you smile and hold me near and in my heart ill pretend that you are here againhear me cryin out to you you said never never would i leave heres a tear from me to you and maybe it will make you hear megive me one more chance to make it real 
53,tell it to my heart,taylor dayne,1988,48,2,80, i feel the night explode when were together emotion overload in the heat of pleasuretake me im yours into your arms never let me go tonight i really need to knowtell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my namethe passions so complete its never ending as long as i receive the message youre sendingbody to body soul to soul always feel you near so say the words i long to heartell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my namelove love on the run breakin us down though we keep holdin on i dont want to lose no i cant let you gotell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my nametell it to my heart tell me from the start tell it to my heart tell it to my heart tell me from the start tell it to my heart never make it stop oh take it to the hearttell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my name tell it to my heart tell me im the only one is this really love or just a game tell it to my heart 
54,out of the blue,debbie gibson,1988,47,2,80, without you without you i always thought that everything was fine without you never knowing youd be mine suddenly my world has changed and i just wonder why all it took was just one smilenow with you out of the blue love appeared before my eyes with you a dream come true i never thought id realize what love was what love was what love wasi need you oh i need you and everyday i love you more and more without you i know what its all for suddenly i see you there and everythings okay dont know why i feel this waynow with you out of the blue love appeared before my eyes with you a dream come true i never thought id realize what love was what love was what love was here with youwe are together now never take my heart away all the love i found is here to stayits like a dream come true i never thought id fall in love with you out of the blue love appeared before my eyes with youa dream come true i never thought here with you out of the out of the out of the out of the clear blue oh its like a dream come true i never thought i never thoughtout of the blue before my eyes with you a dream come true i never thought id fall in love with you out of the out of the out of the out of the clear blue 
55,dont you want me,jody watley,1988,46,2,80, when i first laid my eyes upon you i knew right then and there you were the one eyes so deep you send me melting and then you smiled as if to say oh yeahbut then you seemed to change your mind you looked away like you were oh so shy is the game youre playing hard to get wont you tell me oh ohhwant me dont you want me to touch you and to hold you tight dont you want me like i want you to kiss and love all through the nightid like to know more than just your name did you come here alone or with someone if only you would open up and let me know just where youre comin fromare you lookin for a new love or does commitment seem to bring you down is that a look of yes or is it no please dont tease me ohhwant me dont you want me to touch you and to hold you tight dont you want me like i want you to kiss and love all through the nightohh whoa yeah dont you want me ohh whoa yeah dont you want mewant me dont you want me to touch you and to hold you tight dont you want me like i want you to kiss and love all through the nightare you lookin for a new love or does commitment seem to bring you down is that a look of yes or is it no please dont tease me ohhwant me dont you want me to touch you and to hold you tight dont you want me like i want you to kiss and love all through the nightwant me dont you want me to touch you and to hold you tight dont you want me like i want you to kiss and love all through the nightwant me dont you want me dont you want me want me dont you want me dont you want me 
56,desire,u2,1988,45,1,80, yeah lover im off the streets gonna go where the bright lights and the big city meet with a red guitar on fire desireshes the candle burning in my room im like the needle needle and spoon over the counter with a shotgun pretty soon everybody got one and the fever when im beside her desire desiredesire desireburning burning 
57,i get weak,belinda carlisle,1988,44,1,80, when im with you i shake inside my hearts all tangled up my tongue is tied its crazycant walk cant talk cant eat cant sleep oh im in love oh im in deep cause babywith a kiss you can strip me defenseless with a touch i completely lose control all thats left of my strength is a memoryi get weak when i look at you weak when we touch i cant speak when i look in your eyes i get weak when youre next to me weak from this love i cant speak when i look in your eyes i get weak i get weakconvincing eyes persuasive lips the helpless heart just cant resist their power you know youve got a hold over me you know youve got me where i want to be cause loverlike a wave you keep pulling me under how id ever get out of this i dont know i just know theres just no way to fight iti get weak when i look at you weak when we touch i cant speak when i look in your eyes i get weak when youre next to me weak from this love im in deep when i look in your eyes i get weak i get weak i get weakjust a kiss you can strip me defenseless just a touch i completely lose control all thats left of my strength is a memoryi get weak when i look at you weak when we touch i cant speak when i look in your eyes iiii get weak when youre next to me weak from this love i cant speak when i look in your eyesiiii get weak when youre next to me weak from this love i cant speak when i look in your eyes 
58,sign your name,terence trent darby,1988,43,0,80, fortunately you have got someone who relies on youwe started out as friends but the thought of you just caves me in the symptoms are so deep it is much too late to turn away we started out as friends sign your name across my heart i want you to be my babysign your name across my heart i want you to be my ladytime im sure will bring disappointments in so many thingsit seems to be the way when youre gambling cards on love you play id rather be in hell with you baby than in cool heaven it seems to be the way sign your name across my heart i want you to be my baby   birds never look into the sun before the day is doneoh the light shines brighter on a peaceful day stranger blue leave us alone we dont want to deal with youwell shed our stains showering in the room that makes the rainaii alone with you makes the butterflies in me ariseslowly we make love and the earth rotates to our dictates slowly we make love  sign your name across my heart i want you to be my baby    sign your name across my heart i want you to be my baby    sign your name across my heart i want you to be my baby    
60,girlfriend,pebbles,1988,41,2,80, to believe or not to believe that is the question it just takes a street degree youve lied your last lie and ive cried my last cry im out the door babe theres other fish in the seagirl make a list go out and find yourself a new bad thing girl you need a trip cause hes not worth the misery and pain just remember how he would tell you lies and then pretend that everything is so sweet why should you sacrifice if youre not satisfied hes just a canine runnin round in heatgirlfriend how could you let him treat you so bad oh girlfriend you know you were the best he ever had oh oh oh girlfriend how could you let him treat you so bad oh girlfriend you know you were the best he ever had oh oh ohgirl you must resist dont let him squirm his way into your heart no girl i must insist youve got to stop the fool before he starts just remember how he was so untrue with all the tacky things he did to you no need to signify cause hes not worth your time you need to find someone thats true to yougirlfriend how could you let him treat you so bad oh girlfriend you know you were the best he ever had oh oh oh girlfriend how could you let him treat you so bad baby dont be sad no girlfriend you know you were the best he ever had oh oh ohto believe or not to believe that is the question it just takes a street degree youve lied your last lie and ive cried my last cry im out the door babe theres other fish in the seacute cute cute cute hey deele singto believe or not to believe that is the question it just takes a street degree youve lied your last lie and ive cried my last cry im out the door babe theres other fish in the seagirlfriend how could you let him treat you so bad girlfriend you know you were the best he ever hadgirlfriend how could you let him treat you so bad oh girlfriend you know you were the best he ever had oh oh oh girlfriend how could you let him treat you so bad oh girlfriend you know you were the best he ever had oh oh ohgirlfriend how could you let him treat you so bad oh girlfriend you know you were the best he ever had oh oh oh girlfriend how could you let him treat you so bad oh baby dont be sad no girlfriend you know you were the best he ever had oh oh ohdont let him put you down girlfriend girl hes been messing around how could you let him treat you so bad oh youve been used abused baby make your move youve learned your lesson now girlfriend so turn this hurt around you know you were the best he ever had oh oh oh you aint no fool cause youve got to bust loosegirlfriend how could you let him treat you so bad oh girlfriend you know you were the best he ever had oh oh ohdont let him put you down girl hes been messing around youve been used abused baby make your move youve learned your lesson now so turn this hurt around dont be no fool cause youve got to bust loosegirlfriend how could you let him treat you so bad oh 
61,dirty diana,michael jackson,1988,40,1,80, you never make me stay so take your weight off of me i know your every move so wont you just let me be ive been here times before but i was too blind to see that you seduce every man this time you wont seduce meshes saying thats okay hey baby do what you please i have the stuff the you want i am the thing that you need she looked me deep in the eyes shes touchin me so to start she says theres no turnin back she trapped me in her heartdirty diana nah dirty diana nah dirty diana nah dirty diana let me beoh no oh no oh noshe likes the boys in the band she knows when they come to town every musicians fan after the curtain comes down she waits at backstage doors for those who have prestige who promise fortune and fame a life thats so carefreeshes says thats okay hey baby do what you want ill be your night lovin thing ill be the freak you can taunt and i dont care what you say i want to go too far ill be your everything if you make me a stardirty diana nah dirty diana nah dirty diana nah dirty diana dirty diana nah dirty diana nah dirty diana nah dirty diana diana diana dirty diana its diana yeah yeahshe said i have to go home cause im real tired you see but i hate sleppin alone why dont you come with me i said my babys at home shes probably worried tonight i didnt call on the phone to say that im alrightdiana walked up to me she said im all yours tonight at that i ran to the phone sayin baby im alright i said but unlock the door because i forgot the key she said hes not coming back because hes sleeping with medirty diana nah dirty diana nah dirty diana nah dirty diana nah dirty diana nah dirty diana nah dirty diana nah dirty diana come on come on come on come on 
62,123,gloria estefan and miami sound machine,1988,39,1,80, they tell me youre shy boy but i want you just the same dont play innocent with me you know its not just fun and gameswhen i look into your eyes so much passion burns inside but if you need some coaxing i will do it step by step theres nothing to it1234 come on baby say you love me 567 times 891011 im just gonna keep on counting until you are minecome out of your shell boy you know we go like hand in glove youre afraid of giving in but i am never giving up on your loveand no matter what it takes i will steal your heart away take a chance for once you wont regret it want my love just come and get it1234 come on baby say you love me 567 times 891011 im just gonna keep on counting until you are mineso no matter what it takes i will steal your heart away take a chance for once you wont regret it take my love just come and get it1234 come on baby say you love me 567 times 891011 im just gonna keep on counting until you are mine1234 come on baby 567 times 891011 im just gonna keep on counting baby until you are mine1234 567 times 891011 1234 567 times 891011 
63,mercedes boy,pebbles,1988,38,2,80, do you wanna ride baby let me tell you ive been watching you see you dancing in my dreams feel you heartbeat inside of me so if you feel it coming on catch me getting in the moodboy ill give you anything cruisings all you have to dodo you wanna ride in my mercedes boy tell me what youre gonna do with me cause if you wanna ride in my mercedes boy there are so many things that im gonna do to youbaby let me tell you ive been wanting you always on the scene good looks and more possessing all of me so when it starts to coming on catch me getting in the moodboy ill give you anything cruisings all you have to dodo you wanna ride in my mercedes boy tell me what youre gonna do with me cause if you wanna ride in my mercedes boy there are so many things that im gonna do to youdo you wanna ride in my mercedes boy tell me what youre gonna do with me cause if you wanna ride in my mercedes boy there are so many things that im gonna do to youdo you wanna ride ride ride what are you gonna with me me me ride ride what are you gonna with me me medo you wanna ride in my mercedes boy  tell me what youre gonna do with me me me cause if you wanna ride in my mercedes boy there are so many things that im gonna do to youdo you wanna ride in my mercedes boy tell me what youre gonna do with me me me cause if you wanna ride in my mercedes boy there are so many things that im gonna do to youdo you wanna ride in my mercedes boy tell me what youre gonna do with me me me cause if you wanna ride in my mercedes boy there are so many things that im gonna do to youdo you wanna ride in my mercedes boy tell me what youre gonna do with me me me cause if you wanna ride in my mercedes boy there are so many things that im gonna do to youdo you wanna ride 
64,perfect world,huey lewis and the news,1988,37,3,80, everybodys looking for the perfect world where you could have everything your heart desires the perfect boy will meet the perfect girl and the perfect love will set the world on firewell what you gonna do when one and one makes three and a vision of the future is impossible to see nobodys perfect not even a perfect fool if youll have faith in me ill keep faith with youaint no livin in a perfect world there aint no perfect world anyway aint no livin in a perfect world but well keep on dreamin of livin in a perfect world keep on dreamin of livin in a perfect worldeverybodys got secrets now you know that its true they talk about me and theyll talk about you something happens to the pledges of trust down through the years they begin to rustnow here we are amid the tears and the laughter still waiting for our happily ever after well keep on dreamin as long as we can try to remember and youll understandaint no livin in a perfect world there aint no perfect world anyway aint no livin in a perfect world but well keep on dreamin of livin in a perfect world keep on dreamin of livin in a perfect world 
65,new sensation,inxs,1988,36,1,80, live baby live now that the day is over i gotta new sensation in perfect moments well so impossible to refusesleep baby sleep now that the night is over and the sun comes like a god into our room all perfect light and promisesgotta hold on you a new sensation a new sensation right now gonna take you over a new sensation a new sensationdream baby dream of all thats come and going and you will find out in the end there really is there really is no differencecry baby cry when you got to get it out ill be your shoulder you can tell me all dont keep it in yawell thats the reason why im here hey hey are you ready for a new sensation new sensation right now gonna take you on a new sensation new sensation a new sensation a new sensation a new sensationhate baby hate when theres nothing left for you youre only human what can you do itll soon be over dont let your pain take over youlove baby love its written all over your face theres nothing better we could do than live forever well thats all weve got to do hey now im gonna take a new sensation a new sensation right now gotta hold on you a new sensation a new sensation a new sensation a new sensation a new sensation 
66,catch me im falling,pretty poison,1988,35,1,80,are you ready boy here i come catch me im falling you came into my life the look in your eyes took me by suprise its you and nobody else the love that made me so blind i cant see i am descending from heaven above so catch me im falling baby hold on to my love chorus catch me im falling catch me now im falling catch me im falling catch me now im falling falling in love two hearts beating in time with or as one im yours your mine for you i surrender myself each night everyday always felling this way falling in motion as though i had wings with your sweet love and devotion baby its magic a magical thing chorus catch me im falling catch me now im falling oh ow oh ow oh catch me im falling catch me now im falling falling in love oooooo catch me i am descending from heaven above so catch me im falling hold on to my love chorus catch me im falling catch me now im falling catch me im falling catch me now im falling ooo catch me im falling catch me now im falling catch me im falling catch me now im falling falling love ooooo im falling repeat and fade
67,if it isnt love,new edition,1988,34,1,80, i dont love her i tried to tell myself but you can see it in my eyes so dont deny i cant fool no one else the truth is in the tears i crycause if it isnt love why do i feel this way why does she stay on my mind and if it isnt love why does it hurt so bad make me feel so sad insideif it isnt love i told her id never fall in love but now i know betterhow does it feel i cant describe this feelin that came when i saw her last night how she got to me ill let you know the reason i saw her with another guyso if it isnt love why do i feel this way why does she stay on my mind and if it isnt love why does it hurt so bad make me feel so sad insideand if it isnt love why do i feel this way why does she stay on my mind and if it isnt love why does it hurt so bad make me feel so sad insideif it isnt lovemaybe shell take me back hey girl hes beggin i made a big mistake wont you forgive him girl now i can feel it hes never felt before i really love her you love her whatit took my heart to shatter in a thousand pieces before id ever drop my pride losing love worryin about my image really helped me realizeif it isnt love why do i feel this way why does she stay on my mind if it isnt love why does it hurt so bad make me feel so sad insideif it isnt loveif it isnt love why do i feel this way why does she stay on my mind if it isnt love why does it hurt so bad make me feel so sad insideif it isnt love why do i feel this way why does she stay on my mind if it isnt love why does it hurt so bad make me feel so sad insideif it isnt love why do i feel this way why does she stay on my mind if it isnt love why does it hurt so bad make me feel so sad insideif it isnt love if it isnt love 
69,one good woman,peter cetera,1988,32,2,80, i am so in love with you i just cant deny it everybody knows i cant deny it everybody knowsyou can read me like a book just like a fortune teller everybody needs a fortune teller telling you the very truthyou bring me feelin you bring me fire you give me love thats taking me higher just goes to prove what one good woman can doyou bring out the best in me with love and understanding anytime i need some understanding you are always thereif i ever lose my way youre always there to guide me anyone can see youre here inside me anyone can see ityou bring me feelin you bring me fire you give me love thats taking me higher just goes to prove what one good woman can doyou fill me with hope love and devotion you taught me how to show my emotion just goes to prove what one good woman can dothis is our time we have it all we have a way of knowing if were heading for a fallwell work it out and get it right when i get home to you youre such a sight for my poor eyesthis is our time we have it all when i come home at night youre such a sight for my poor eyesyou bring me feelin you bring me fire you give me love thats taking me higher just goes to prove what one good woman can doyou fill me with hope love and devotion you taught me how to show my emotion just goes to prove what one good woman can doyou bring me feelin you bring me fire you give me love thats taking me higher just goes to prove what one good woman can doyou fill me with hope love and devotion you taught me how to show my emotion just goes to prove what one good woman can do 
70,dont be cruel,cheap trick,1988,31,3,80, well you know i can be found sitting all alone if you cant come around at least please telephonedont be cruel to a heart thats truebaby if i made you mad for something i might have said please forget my past the future looks bright aheaddont be cruel to a heart thats true i dont want no other love baby its just you im thinkin ofdont stop thinkin of me dont make me feel this way come on over and love me you know i want you to staydont be cruel to a heart thats truelets walk up to the preacher lets say hey i do and then i know youll want me and youll know i want you toodont be cruel to a heart thats true i dont want no other love baby its just you im thinkin ofdont be cruel to a heart thats true dont be cruel to a heart thats true i dont want no other love baby its just you im thinkin ofdont stop thinkin of me dont make me feel this way come on over and love me you know i want you to staydont be cruel to a heart thats true why should we be apart baby you know i love you cross my heartdont be cruel to a heart thats true dont be cruel to a heart thats true dont be cruel to a heart thats true dont be cruel to a heart thats true i dont want no other love baby its just you im thinkin of 
71,candle in the wind,elton john,1988,30,2,80, goodbye norma jean though i never knew you at all you had the grace to hold yourself while those around you crawled they crawled out of the woodwork and they whispered into your brain they set you on the treadmill and they made you change your nameand it seems to me you lived your life like a candle in the wind never knowing who to cling to when the rain set in and i would liked to have known you but i was just a kid your candle burned out long before your legend ever didloneliness was tough the toughest role you ever played hollywood created a superstar and pain was the price you paid even when you died oh the press still hounded you all the papers had to say was that marilyn was found in the nudeand it seems to me you lived your life like a candle in the wind never knowing who to cling to when the rain set in and i would liked to have known you but i was just a kid your candle burned out long before your legend ever didgoodbye norma jean though i never knew you at all you had the grace to hold yourself while those around you crawledgoodbye norma jean from the young man in the twenty second row who sees you as something as more than sexual more than just our marilyn monroeand it seems to me you lived your life like a candle in the wind never knowing who to cling to when the rain set in and i would liked to have known you but i was just a kid your candle burned out long before your legend ever didthe candle burned out long before your legend ever did 
72,everything your heart desires,daryl hall  john oates,1988,29,2,80,you say you cant stand to be tied so close to a lover ooh you feel like a prisoner and you wanna find someone who will let you out cant you see the heartbeat that you know so well is better than some strange one youre looking for say you never know that strange one just might be me cant you see you have everything your heart desires so why dyou want more if you had everything your heart desired would you still want more you have everything your heart desires why dyou want more if you have everything your heart desires oh baby will you still want more you tell me your best friends world seems beautiful but dont be fooled its nice work if you can get it what goes on behind closed doors you dont know maybe she cries herself to sleep every night sorry that the heartbeat that she knows so well aint what shes looking for say you never know that strange heart just might be me cant you see you have everything your heart desires so why dyou want more if you had everything your heart desired would you still want more you have everything your heart desires why dyou want more if you have everything your heart desires will you still want more maybe youll confess girl youll see if you want the world think of me no words can help dont be sad cause baby what you want is what you have
73,say you will,foreigner,1988,28,2,80, say you will say you wont make up your mind tonight say you do say you dont want to be mine say you will say you wont make up your mind this time say you will say you will be mine tonighti cant sleep i keep dreaming of losing you i feel so alone in the night scared to open my eyes im in too deep im in over my head this timecant get you out of my mind no matter how hard i try so wont you say you will say you wont make up your mind tonight say you will say you wont be my guide light say you will say you wont make up your mind this time say you do say you do you want to be mine i get the feeling ive never been here beforecause no one ive knowns ever moved me the way that you do and i know this is the real thing its all ive been searching for i put it all on the line now im hoping you feel that way too and if you do why dont you say you will say you wont make up your mind tonight say you do say you dont want to be mine now will you say you will say you wont make up your mind this time say you will say you will youll be mine tonight will you tell me how much i mean to you will you say you always will be true i need more than a come on sign so wont you say you will be mine now wont you say you will say you wont make up your mind tonight 
